游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Board Battlefield,"策略,休闲,桌游",Surrealscape Studios,Surrealscape Studios,11,PC,单人,否,8
Business Tycoon Billionaire,"休闲,独立,策略,模拟,体育,冒险",Business Tycoon,Business Tycoon,6,PC,单人,否,8
Space Stories: Darth Star,"休闲,独立,太空,街机,清版射击,塔防",For Kids,For Kids,37,PC,单人,是,8
Ashes of Oahu,"动作,独立,暴力,单人,角色扮演,开放世界,末日,角色动作,动作冒险,氛围,剧情丰富,潜行,第三人称视角,多结局,探索,奇幻,冒险",Wyrmbyte,Wyrmbyte,70,PC,单人,否,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
300 Dwarves,"休闲,塔防",Artifex Mundi,"Viva Media, Inc",28,PC,其他,否,8
The Chronicles of Quiver Dick,"冒险,独立,角色扮演,网红,喜剧,欢乐,黑色喜剧,视觉小说,黑色幽默,剧情丰富,二维,休闲,回合制战斗,模拟,选择取向,恐怖,氛围,心理恐怖,单人,像素图形",Crankage Games,Crankage Games,15,PC,单人,否,8
Contact Draw: Bowling,"独立,休闲,模拟,冒险,体育",Star Legion,Star Legion,11,PC,单人,否,8
Where Thoughts Go: Resolutions,"免费,独立,休闲,虚拟现实",Lucas Rizzotto,Thought Co.,,PC,单人,否,8
The Final Specimen: Arrival,"休闲,动作,独立,冒险,二维,怀旧,网红,平台游戏,剧情丰富,好评原声音轨,街机,横向滚屏,解谜,奇幻,欢乐,过场动画,氛围,单人,风格化,黑暗奇幻",Gigantoraptor Games,Video Game Music Studios,36,PC,单人,是,8
Ashes of Oahu,"动作,独立,暴力,单人,角色扮演,开放世界,末日,角色动作,动作冒险,氛围,剧情丰富,潜行,第三人称视角,多结局,探索,奇幻,冒险",Wyrmbyte,Wyrmbyte,70,PC,单人,否,8
UIFO DEFENSE HD,"休闲,独立,策略,塔防,建造,即时战略",MIPODAS DIGITAL STUDIO,MIPODAS DIGITAL STUDIO,25,PC,单人,是,8
Quake II: The Reckoning,"动作,射击,第一人称射击,第一人称视角,经典,大师级",Xatrix Entertainment,id Software,10,PC,单人,否,8
FragMania.gg,实用工具,EPRO ENTERTAINMENT LTD,EPRO ENTERTAINMENT LTD,,PC,其他,否,8
Ayahuasca,"独立,体验,虚拟现实,动态记叙,试验性,氛围,唯美,地底","Small Studio by Mac Guff,Atlas V,a_BAHN",Atlas V,43,PC,单人,是,8
The Moonstone Equation,"冒险,独立,像素图形,平台游戏,平台解谜,解谜,二维,怀旧,氛围,单人,可爱,大师级,探索,悬疑,剧情丰富,好评原声音轨,放松,休闲",Andy Buck,Hippy Lizard,36,PC,单人,否,8
Space Stories: Darth Star,"休闲,独立,太空,街机,清版射击,塔防",For Kids,For Kids,37,PC,单人,是,8
The Forgotten Forest,"独立,冒险,RPG制作大师,恐怖",Dylan Wentz,Dylan Wentz,6,PC,单人,否,8
Find Me: Horror Game,"独立,暴力,恐怖,心理恐怖,生存恐怖,动作",KalaOh Games,KalaOh Games,11,PC,单人,否,8
Business Tycoon Billionaire,"休闲,独立,策略,模拟,体育,冒险",Business Tycoon,Business Tycoon,6,PC,单人,否,8
Board Battlefield,"策略,休闲,桌游",Surrealscape Studios,Surrealscape Studios,11,PC,单人,否,8
Everyone Dies,"动作,冒险,独立,休闲,血腥,暴力,僵尸,生存,第一人称射击,氛围,恐怖,生存恐怖,自制枪械,即时含暂停,角色定制,困难,竞技场射击,PvE",JPEG OF PAIN GAMES,JPEG OF PAIN,22,PC,单人,否,8
Christmas Stories: Hans Christian Andersen's Tin Soldier Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,8
Flinger Tactics,"免费,体育,独立,动作,休闲,策略,抢先体验","Dan Schumacher,SchuBox Studio","Dan Schumacher,SchuBox Studio",免费开玩,PC,单人,否,8
Some Distant Memory,"冒险,休闲,独立,末日,科幻,剧情丰富,悬疑,氛围,单人,伪3D,短片,女性主角,步行模拟",Galvanic Games,Way Down Deep,43,PC,单人,是,8
Virtual Reality Girls,"色情内容,裸露,成人,模拟,休闲,虚拟现实,单人,独立,可爱",ErosVR,ErosVR,41,PC,单人,否,8
Ladybug Quest,"动作,独立,冒险,3D 平台","NinjaISV,TigerNDV",Tiger Studios,Try Demo Now!,PC,单人,是,8
The Castle Disaster 2,"策略,冒险,独立,塔防",ImperiumGame,ImperiumGame,6,PC,其他,否,8
Dark Parables: Portrait of the Stained Princess Collector's Edition,"冒险,休闲,隐藏物体","Eipix Entertainment,Blue Tea Games",Big Fish Games,37,PC,单人,否,8
Hentai Vs Furries,"休闲,动作,独立,冒险,裸露,暴力,动漫,第三人称射击,Hentai,单人,女性主角,奇幻,第三人称视角,射击,重玩价值,角色动作",SeedWall,SeedWall,6,PC,单人,否,8
1 Screen Platformer,"精确平台,2D 平台,平台游戏,困难,像素图形,横向滚屏,女性主角,独立,动作,冒险,二维,单人,怀旧","Return To Adventure Mountain, LLC","Return To Adventure Mountain, LLC",15,PC,单人,否,8
Future Futures - Command Z,"免费,休闲,动作,独立,模拟,冒险,策略,虚拟现实",Command Z,Ziga Studio,免费,PC,单人,否,8
Breakout Invaders,"动作,独立,休闲",DreamsSoftGames,DreamsSoftGames,18,PC,单人,否,8
Cardaria,"免费,策略,独立,大型多人在线,回合制战斗,卡牌游戏",TripleSky,TripleSky,免费,PC,大型多人在线,否,8
Pro Strategy Football 2016,"策略,独立,模拟,体育",Kerry Batts,Pro Strategy Games,,PC,单人,否,8
Offroad Mania,"竞速,独立,体育,休闲,模拟,越野,驾驶,沙盒,物理,汽车模拟,第三人称视角,控制器,单人,第一人称视角,探索,欲罢不能,困难,阖家,拟真,冒险",Active Games,Active Games,22,PC,单人,是,8
Faron's Fate,"动作类 Rogue,动作,独立,角色扮演,类Rogue",Winter Drake Teller,Winter Drake Teller,6,PC,单人,否,8
Suncore Chronicles: The Tower,"角色扮演,独立,动作,冒险",Inner World Games,Inner World Games,免费开玩,PC,单人,否,8
Rolling in the Reef,"策略,程序生成,回合制,独立,桌游,回合战略,解谜",BrainGoodGames,BrainGoodGames,32,PC,单人,否,8
Dojini,"独立,休闲,动作,冒险,平台游戏,像素图形,单人,二维",BajoGames,BajoGames,,PC,单人,否,8
foreverloops,"实用工具,音频制作,教育,视频制作,模拟,音乐,节奏,独立,休闲,单人,沙盒,二维,物理,极简主义",foreverloops GmbH,foreverloops GmbH,90,PC,单人,是,8
Creatura,"模拟,休闲,抢先体验,策略,独立,科学",Koksny.com,Koksny.com,54,PC,单人,否,8
The Castle Disaster 2,"策略,冒险,独立,塔防",ImperiumGame,ImperiumGame,6,PC,其他,否,8
Dojini,"独立,休闲,动作,冒险,平台游戏,像素图形,单人,二维",BajoGames,BajoGames,,PC,单人,否,8
Some Distant Memory,"冒险,休闲,独立,末日,科幻,剧情丰富,悬疑,氛围,单人,伪3D,短片,女性主角,步行模拟",Galvanic Games,Way Down Deep,43,PC,单人,是,8
foreverloops,"实用工具,音频制作,教育,视频制作,模拟,音乐,节奏,独立,休闲,单人,沙盒,二维,物理,极简主义",foreverloops GmbH,foreverloops GmbH,90,PC,单人,是,8
Creatura,"模拟,休闲,抢先体验,策略,独立,科学",Koksny.com,Koksny.com,54,PC,单人,否,8
Dark Fall 2: Lights Out,"冒险,指向 &amp; 点击,恐怖,解谜,悬疑,第一人称视角",Darkling Room,THQ Nordic,21,PC,单人,否,8
Tribe Of Pok,"独立,模拟,策略",Poking Water Games,Poking Water Games,32,PC,单人,否,8
Board Games VR,"休闲,独立,桌游,桌上游戏,虚拟现实,单人",artArmin,artArmin,70,PC,单人,否,8
Virtual Reality Girls,"色情内容,裸露,成人,模拟,休闲,虚拟现实,单人,独立,可爱",ErosVR,ErosVR,41,PC,单人,否,8
Smash Party VR,"独立,休闲,动作,抢先体验,虚拟现实",Viacom NEXT,Viacom NEXT,免费游玩,PC,单人,否,8
Archon:Classic,"策略,独立,重制,怀旧,经典,桌游,4人本地,棋类,本地多人",React Games,React Games,,PC,本地多人,否,8
Achievement Lurker: Easiest Cosmetic Numbers,"独立,冒险,角色扮演",Perverse Games,Perverse Games,11,PC,单人,否,8
1 Screen Platformer,"精确平台,2D 平台,平台游戏,困难,像素图形,横向滚屏,女性主角,独立,动作,冒险,二维,单人,怀旧","Return To Adventure Mountain, LLC","Return To Adventure Mountain, LLC",15,PC,单人,否,8
Offroad Mania,"竞速,独立,体育,休闲,模拟,越野,驾驶,沙盒,物理,汽车模拟,第三人称视角,控制器,单人,第一人称视角,探索,欲罢不能,困难,阖家,拟真,冒险",Active Games,Active Games,22,PC,单人,是,8
Rolling in the Reef,"策略,程序生成,回合制,独立,桌游,回合战略,解谜",BrainGoodGames,BrainGoodGames,32,PC,单人,否,8
Grunt1914,"动作,独立,大型多人在线,模拟,策略,一战,第一人称射击",Aligned Games,Aligned Games,43,PC,大型多人在线,否,8
Jack Is Missing,"免费,冒险,动作,休闲,恐怖,独立,模拟,策略,鲜血,第一人称视角,喜剧,僵尸,生存恐怖,黑色喜剧",Kevin Yang Games,Kevin Yang Games,免费游玩,PC,单人,否,8
Suncore Chronicles: The Tower,"角色扮演,独立,动作,冒险",Inner World Games,Inner World Games,免费开玩,PC,单人,否,8
PooShooter: Toilet Invaders,"免费,独立,动作",FergaTroid Studios,FergaTroid Studios,免费,PC,单人,否,8
Wraith VR Total Knee Replacement Surgery Simulation by Ghost Productions,"教育,虚拟现实",Ghost Productions,Ghost Productions,免费,PC,其他,否,8
Nekoland Studio,游戏开发,SUPERCAT,SUPERCAT,免费,PC,其他,否,8
Ghost Blade HD,"动作,独立,弹幕射击,清版射击,好评原声音轨",Hucast Games,2Dream,36,PC,单人,否,8
Let's Sing 2016,"休闲,音乐",Voxler Games,Plug In Digital,70,PC,单人,否,8
Faron's Fate,"动作类 Rogue,动作,独立,角色扮演,类Rogue",Winter Drake Teller,Winter Drake Teller,6,PC,单人,否,8
Minigolf VR,"休闲,体育,独立,抢先体验,虚拟现实,多人",Virtualex,Virtualex,6,PC,多人,否,8
WarBirds - World War II Combat Aviation,"模拟,动作,大型多人在线,冒险,二战,飞行",iEntertainment Network Inc,iEntertainment Network Inc,90,PC,大型多人在线,否,8
Horse Paradise - My Dream Ranch,"大型多人在线,冒险,休闲,模拟,马匹",Foxie Games,App Business Ventures LLC,37,PC,大型多人在线,否,8
123 Slaughter Me Street,"恐怖,独立,动作,单人,第一人称视角","Nate Sanders,John Kolbek","Impulse Game Studios, LLC",22,PC,单人,否,8
Magic matchstick,"独立,休闲",Anime squad,Anime squаd,6,PC,单人,否,8
ElevatorVR,"模拟,虚拟现实",VRA-Games,VRA-Games,,PC,单人,否,8
Pixel Royale,"动作,休闲,模拟,大型多人在线,独立,暴力,血腥",Cloud AceGamer,Cloud AceGamer,22,PC,大型多人在线,否,8
Narborion Saga,"冒险,角色扮演,策略",Liber Primus Games,Liber Primus Games,15,PC,单人,否,8
Ne no Kami - The Two Princess Knights of Kyoto Part 2,"色情内容,LGBTQ+,冒险,休闲,裸露,奇幻,动漫,剧情丰富,视觉小说,魔法,多结局,剧集,Kickstarter,剑术,众筹,女性主角",Kuro Irodoru Yomiji,Sekai Project,36,PC,单人,否,8
Eilf,"免费,色情内容,休闲,独立,角色扮演,轻游戏",SunshineOvercast,SunshineOvercast,免费开玩,PC,单人,否,8
Trailer park mechanic,"模拟,冒险,独立,竞速,动作,角色扮演,汽车模拟,抢先体验",Petrolhead software,Petrolhead software,70,PC,单人,否,8
Top Punch,"动作,独立,休闲,抢先体验",Nuclear,Nuclear,18,PC,单人,否,8
Skylands,"冒险,独立,休闲,动作,生存,制作",Skylands Dev Team,Skylands Dev Team,45,PC,单人,否,8
Ne no Kami - The Two Princess Knights of Kyoto Part 2,"色情内容,LGBTQ+,冒险,休闲,裸露,奇幻,动漫,剧情丰富,视觉小说,魔法,多结局,剧集,Kickstarter,剑术,众筹,女性主角",Kuro Irodoru Yomiji,Sekai Project,36,PC,单人,否,8
Eilf,"免费,色情内容,休闲,独立,角色扮演,轻游戏",SunshineOvercast,SunshineOvercast,免费开玩,PC,单人,否,8
What Are You Stupid,"益智问答,独立,休闲,欢乐",Beat-Fu Studio,Beat-Fu Studio,22,PC,单人,否,8
WarBirds - World War II Combat Aviation,"模拟,动作,大型多人在线,冒险,二战,飞行",iEntertainment Network Inc,iEntertainment Network Inc,90,PC,大型多人在线,否,8
Top Punch,"动作,独立,休闲,抢先体验",Nuclear,Nuclear,18,PC,单人,否,8
1001 Hugs,"免费,休闲,动作,独立,冒险,策略",Aigul Aubanova,Aigul Aubanova,免费开玩,PC,单人,否,8
Space Pilgrim Academy: Year 2,"冒险,科幻,独立,剧情丰富,太空,RPG制作大师,二维,女性主角,氛围,单人,风格化,阖家,好评原声音轨,日系角色扮演",Pilgrim Adventures,GrabTheGames,11,PC,单人,否,8
Starry Nights : Helix,"独立,动作,休闲,弹幕射击,清版射击,射击,动漫","CFK Co., Ltd.","CFK Co., Ltd.",18,PC,单人,否,8
CameraBag Photo,"实用工具,照片编辑,设计与插画",Nevercenter,Nevercenter,,PC,其他,否,8
Horse Paradise - My Dream Ranch,"大型多人在线,冒险,休闲,模拟,马匹",Foxie Games,App Business Ventures LLC,37,PC,大型多人在线,否,8
Lords Of The Lockerroom,"动作,裸露,独立,模拟,物理,格斗,街机",Nickireda,Nickireda,免费,PC,单人,否,8
Magic matchstick,"独立,休闲",Anime squad,Anime squаd,6,PC,单人,否,8
Rubble Rush,"免费,独立,休闲,动作",4Bit Games,4Bit Games,免费,PC,其他,否,8
Zombien,"冒险,角色扮演,独立,文字为基础",Hosted Games,Hosted Games,15,PC,单人,否,8
Prompt,"独立,平台游戏,困难",Peter Gutenko,Peter Gutenko,22,PC,单人,否,8
Spacetours VR - Ep1 The Solar System,"休闲,冒险,独立,模拟,虚拟现实",Vibrant Visuals - Christian Kl?tzel,Vibrant Visuals - Christian Kl?tzel,28,PC,单人,是,8
Faron's Fate,"动作类 Rogue,动作,独立,角色扮演,类Rogue",Winter Drake Teller,Winter Drake Teller,6,PC,单人,否,8
Skylands,"冒险,独立,休闲,动作,生存,制作",Skylands Dev Team,Skylands Dev Team,45,PC,单人,否,8
Liberty Prime,"动作,角色扮演,冒险,独立,砍杀,单人,黑暗奇幻,奇幻,困难,动作角色扮演,类魂系列,氛围,迷宫探索,血腥,好评原声音轨,末日,僵尸,等角,重玩价值,中世纪",Prime Studios,Prime Studios,37,PC,单人,否,8
Pixel Royale,"动作,休闲,模拟,大型多人在线,独立,暴力,血腥",Cloud AceGamer,Cloud AceGamer,22,PC,大型多人在线,否,8
Trailer park mechanic,"模拟,冒险,独立,竞速,动作,角色扮演,汽车模拟,抢先体验",Petrolhead software,Petrolhead software,70,PC,单人,否,8
Escape Game,"休闲,独立,冒险,解谜,探索,指向 &amp; 点击,单人,第一人称视角,彩色,阖家,短片,怀旧,模拟,放松,策略,街机,奇幻,像素图形,隐藏物体",RewindApp,RewindApp,6,PC,单人,否,8
Seduction,"色情内容,裸露,成人,虚拟现实,冒险,独立,休闲,动漫,模拟,可爱,单人,奇幻,动作,欢乐,女性主角,网红",Gnioto VR,Gnioto VR,68,PC,单人,是,8
Barren Roads,"动作,冒险,角色扮演,抢先体验,生存,开放世界,多人",Forcequitapplicatons,Forcequitapplicatons,34,PC,多人,否,8
PD Howler 9.6,"设计与插画,实用工具,照片编辑,动画制作和建模,软件培训,视频制作,像素图形","Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",KISS ltd,35,PC,其他,否,8
Panda Run,"冒险,独立,休闲",Jam,Jam,11,PC,单人,否,8
Little Briar Rose,"冒险,独立,休闲,风格化,指向 &amp; 点击,彩色,阖家,放松,解谜,卡通化,可爱,二维,手绘,好评原声音轨,氛围,喜剧,剧情丰富,奇幻,超现实,短片",Elf Games,Elf Games,22,PC,单人,否,8
The World Named Fred,"独立,动作,冒险,角色扮演",Here Be Dragonz,Here Be Dragonz,18,PC,单人,否,8
New York Mysteries: The Outbreak,"冒险,休闲,隐藏物体",FIVE-BN GAMES,FIVE-BN GAMES,28,PC,单人,否,8
Settled,"独立,冒险,恐怖,像素图形,二维,心理恐怖",Allen Dayan,Allen Dayan,6,PC,单人,否,8
Smash Party VR,"独立,休闲,动作,抢先体验,虚拟现实",Viacom NEXT,Viacom NEXT,免费游玩,PC,单人,否,8
Taken Souls: Blood Ritual Collector's Edition,"冒险,休闲,隐藏物体,指向 &amp; 点击",Space Monkey International,Shaman Games Studio,28,PC,单人,否,8
Monster Trucks Nitro,"竞速,体育,独立",Redlynx Ltd,Miniclip.com,,PC,单人,否,8
Westward IV,"策略,休闲",Sandlot Games,Sandlot Games,,PC,单人,否,8
Oure,"休闲,冒险,独立",Heavy Spectrum Limited,Heavy Spectrum Limited,68,PC,单人,否,8
U.F.O - Unfortunately Fortunate Organisms,"动作,独立",Rebourne Studios,Back To Basics Gaming,11,PC,单人,否,8
Minions Battle,"动作,独立,休闲,多人,二维,射击,本地多人,短片,街机,单人,可爱,阖家,像素图形,放松,角色动作,指向 &amp; 点击,心理恐怖,体素,模拟",RewindApp,RewindApp,6,PC,多人,否,8
Storm in a Teacup,"独立,休闲,平台游戏",Cobra Mobile,Cobra Mobile,21,PC,单人,否,8
Grand Designer,"动画制作和建模,设计与插画,视频制作",Ignishot,Ignishot,188,PC,其他,否,8
Westward IV,"策略,休闲",Sandlot Games,Sandlot Games,,PC,单人,否,8
Oure,"休闲,冒险,独立",Heavy Spectrum Limited,Heavy Spectrum Limited,68,PC,单人,否,8
U.F.O - Unfortunately Fortunate Organisms,"动作,独立",Rebourne Studios,Back To Basics Gaming,11,PC,单人,否,8
Minions Battle,"动作,独立,休闲,多人,二维,射击,本地多人,短片,街机,单人,可爱,阖家,像素图形,放松,角色动作,指向 &amp; 点击,心理恐怖,体素,模拟",RewindApp,RewindApp,6,PC,多人,否,8
Storm in a Teacup,"独立,休闲,平台游戏",Cobra Mobile,Cobra Mobile,21,PC,单人,否,8
Grand Designer,"动画制作和建模,设计与插画,视频制作",Ignishot,Ignishot,188,PC,其他,否,8
PD Howler 9.6,"设计与插画,实用工具,照片编辑,动画制作和建模,软件培训,视频制作,像素图形","Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",KISS ltd,35,PC,其他,否,8
全民王者,"动作,角色扮演",Zhongshan Xinglong Animation Technology Co. Ltd.,Zhongshan Xinglong Animation Technology Co. Ltd.,11,PC,其他,是,8
Trailer park mechanic,"模拟,冒险,独立,竞速,动作,角色扮演,汽车模拟,抢先体验",Petrolhead software,Petrolhead software,70,PC,单人,否,8
ETHEREAL,"独立,解谜,抽象,二维,好评原声音轨,单人","Nicolás Recabarren,Tomás Batista",Nonsense Arts,37,PC,单人,否,8
Mute Crimson+,"动作,冒险,独立,平台游戏,怀旧,二维,鲜血,忍者,像素图形,单人,横向滚屏,恶魔,困难",Iced Lizard Games,Iced Lizard Games,22,PC,单人,否,8
Esenthel Engine,"设计与插画,游戏开发,动画制作和建模,教育,实用工具,软件培训,软件,免费",Grzegorz Slazinski,Grzegorz Slazinski,Free to Try,PC,其他,否,8
DISONANTE,"角色扮演,独立",XIARA STUDIOS,XIARA STUDIOS,,PC,单人,否,8
Treasure Fleet,"策略,独立,经济,4X,回合制,探索,等角","Bitworld Voyager,Dragos Pusca",Dragos Pusca,37,PC,单人,否,8
New York Mysteries: The Outbreak,"冒险,休闲,隐藏物体",FIVE-BN GAMES,FIVE-BN GAMES,28,PC,单人,否,8
Micronomicon: Heroes,"冒险,独立,角色扮演",SVP,SVP,22,PC,单人,否,8
