游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
神秘纪事：片道勇者,"角色扮演,类Rogue,动漫,日系角色扮演,像素图形,RPG制作大师","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",36,PC,单人,否,215
World Warfare,"策略,免费,大型多人在线,角色扮演,抢先体验,模拟,独立",JoyCrafter,WisJoy,免费,PC,大型多人在线,否,215
主权：王冠,"策略,模拟,大战略,回合制,奇幻,单人,重玩价值,抢先体验,独立,战术,战争游戏,外交,回合制战术","Gothic Labs,The Lordz Games Studio",Slitherine Ltd.,78,PC,单人,否,215
吟唱勇士,"独立,策略,塔防,休闲,角色扮演,动作,冒险,动作类 Rogue,二维,单人,轻度 Rogue,喜剧,奇幻,弹幕射击",TreeFortress Games,TreeFortress Games,31,PC,单人,否,215
Death Train VR,"动作,独立,虚拟现实",Nomad Assembly,Nomad Assembly,36,PC,单人,否,215
猎杀恐龙：非洲契约,"恐龙,动作,独立,冒险,模拟,多人,射击,开放世界,第一人称射击,恐怖,狩猎,第一人称视角,网红,僵尸,生存,血腥,欢乐",Racing Bros,ANPA.US,72,PC,多人,否,215
Sheaf - Together EP,"独立,虚拟现实",Stryde Games,Stryde Games,免费开玩,PC,单人,否,214
吸血莱恩：背叛,"动作,砍杀,女性主角,吸血鬼,平台游戏,二维,血腥,单人,横向滚屏,动漫,独立,好评原声音轨,困难,鲜血,清版动作,类银河战士恶魔城",Abstraction Games,"Midnight City,Majesco Entertainment",36,PC,单人,否,214
Red Comrades Save the Galaxy: Reloaded,"冒险,喜剧,黑色幽默,指向 &amp; 点击,氛围,隐藏物体,经典,解谜,单人,二维,时空旅行,政治,第三人称视角,超现实,低容错,动态记叙,欢乐,交谈,互动小说,卡通",Buka Development,Buka Entertainment,18,PC,单人,否,214
塞得之战,"清版射击,独立,动作,街机,弹幕射击,射击,科幻,怀旧,太空,横向滚屏,单人,好评原声音轨,困难,复古,生存",Studio Evil,Studio Evil,36,PC,单人,否,214
"War, the Game","策略,独立,即时战略,战争,大战略",GabberGames.com,GabberGames.com,28,PC,单人,否,214
Sheaf - Together EP,"独立,虚拟现实",Stryde Games,Stryde Games,免费开玩,PC,单人,否,214
伊苏6：纳比斯汀的方舟,"动作,角色扮演,日系角色扮演,好评原声音轨,冒险,动作角色扮演,动漫,单人,困难,奇幻,经典",Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",68,PC,单人,否,214
腐蚀：寒冬将至,"冒险,独立,恐怖,指向 &amp; 点击,第一人称视角,悬疑,剧情丰富",Viperante,Viperante,31,PC,单人,否,213
DCL - The Game,"模拟,竞速,体育,动作,冒险,多人,快节奏","Drone Champions AG,Climax Studios","Drone Champions League,THQ Nordic",99,PC,多人,是,213
Zup! 5,"休闲,独立,解谜,二维,单人,极简主义,放松,物理,短片,快节奏,可爱",Quiet River,Quiet River,6,PC,单人,是,213
Survive in Space,"动作,休闲,独立,角色扮演,冒险,太空,清版射击,弹幕射击,动漫",EGAMER,EGAMER,32,PC,单人,是,213
六角细胞：无尽版,"解谜,休闲,独立,极简主义,放松,逻辑,单人,策略,六角格棋盘,重玩价值,触控,困难",Matthew Brown,Matthew Brown,21,PC,单人,否,213
探险活宝：阿宝与老皮的史诗冒险,"冒险,动作,卡通,角色扮演,大师级,阖家,欢乐,单人,Epic,喜剧,第三人称视角,奇幻,3D,开放世界,独立,街机",NGD Studios,Cartoon Network Games,36,PC,单人,否,213
秘密组织2：掩盖的意图,"休闲,冒险,隐藏物体,指向 &amp; 点击,女性主角,悬疑,解谜,奇幻,单人,剧情丰富,好评原声音轨,二维,恐怖,独立,氛围,阖家",Sunward Games,Artifex Mundi,36,PC,单人,是,213
Exiled Kingdoms,"角色扮演,冒险,独立,动作,开放世界,奇幻,单人,等角,迷宫探索,剧情丰富,二维",4 Dimension Games,4 Dimension Games,32,PC,单人,否,213
斩妖除魔：黑盒版,"血腥,动作,第一人称射击,经典,射击,好评原声音轨,第一人称视角,单人,恐怖,竞技场射击,氛围,恶魔,快节奏,哥特,僵尸,非主流经典,多人",People Can Fly,THQ Nordic,36,PC,单人,否,213
Sparc,"动作,体育,独立,虚拟现实,多人",CCP,CCP,132,PC,多人,否,213
风之熔炉,"独立,角色扮演,沙盒,动作,开放世界生存制作,蒸汽朋克,制作,二维,开放世界,建造,单人,平台游戏,横向滚屏,生存,冒险,像素图形",Snowed In Studios,Snowed In Studios,36,PC,单人,否,212
The Entente Gold,"策略,一战,即时战略,历史,单人,大师级",Lesta Studio,Buka Entertainment,11,PC,单人,否,212
史诗竞技场,"免费,策略,独立,回合制,回合制战斗,回合制战术,多人,卡牌游戏",Shadow Masters,Shadow Masters,Free to Play,PC,多人,是,212
辐射：钢铁兄弟会,"末日,角色扮演,策略,回合制,战术,等角,单人,经典,回合战略,科幻,开放世界,即时含暂停,战术角色扮演,动作,氛围,多人,大师级,回合制战术,剧情丰富,电脑角色扮演",14° East,Bethesda Softworks,36,PC,单人,否,212
UNI,"独立,休闲,动作,小游戏",Game Museum,Game Museum,22,PC,其他,否,212
拆建公司2017,"模拟,建造,毁灭,单人,沙盒",Noble Muffins,Ultimate Games S.A.,68,PC,单人,否,212
傲气雄鹰周年版,"清版射击,动作,弹幕射击,独立,街机,怀旧,垂直卷轴射击,射击,本地合作,竞分,重玩价值,经典,彩色,伪3D,战争,合作,好评原声音轨,欲罢不能",Infinite Dreams,Infinite Dreams,36,PC,本地合作,是,212
太空殖民地,"殖民模拟,策略,模拟,基地建设,太空,科幻,即时战略,城市营造,单人,太空模拟,资源管理,建造,沙盒,欢乐,女性主角,喜剧,好评原声音轨,阖家,爱情",FireFly Studios,FireFly Studios,48,PC,单人,否,212
Slay,"策略,回合制,单人",Sean O'Connor,Sean O'Connor,36,PC,单人,否,212
拿猎枪的恶魔,"动作,独立,本地合作,4人本地,本地多人,好评原声音轨,单人,恶魔,像素图形","MindShaft Games, LLC","MindShaft Games, LLC",36,PC,本地合作,否,212
作弊达人,"动作,独立,分屏,第一人称射击,多人,本地多人,4人本地,控制器,欢乐,本地合作,第一人称视角,喜剧,好评原声音轨,竞技场射击,射击,风格化",Samurai Punk,Samurai Punk,80,PC,多人,是,212
巫术8,"角色扮演,团队角色扮演,回合制战斗,经典,奇幻,第一人称视角,冒险,迷宫探索,回合制,电脑角色扮演,单人,探索,复古,大师级,氛围,科幻",Sir-Tech Canada,"Gamepot, Inc.,Nightdive Studios",36,PC,单人,否,212
Killers and Thieves,"动作,策略,独立,模拟,角色扮演,暴力,潜行",Alex Thomas,Stoic,37,PC,单人,否,212
NEKOPARA Extra,"动漫,可爱,视觉小说,裸露,休闲,单人,剧情丰富,独立,Kickstarter,动作,众筹",NEKO WORKs,Sekai Project,22,PC,单人,否,212
Cosmic Star Heroine,"日系角色扮演,角色扮演,独立,科幻,像素图形,女性主角,欢乐,怀旧,喜剧,回合制战斗,单人,好评原声音轨,二维,回合制,动漫,赛博朋克,剧情丰富,冒险,探索",Zeboyd Games,Zeboyd Games,48,PC,单人,否,212
二维征服,"策略,角色扮演,独立,回合制,回合战略,4X,模拟,奇幻,魔法,战争游戏,探索,大战略",Wastelands Interactive,Wastelands Interactive,68,PC,单人,否,212
阿加莎·克里斯蒂 - ABC奇案,"冒险,推理,指向 &amp; 点击,悬疑,解谜,单人,小说改编,剧情丰富,犯罪,黑色,隐藏物体",Artefacts Studio,Microids,48,PC,单人,否,212
迷城重生,"冒险,独立,角色扮演,策略,生存",狼皮羊工作室,狼皮羊工作室,28,PC,单人,是,211
明星游牧,"独立,策略,角色扮演,太空",Huy Phan,Huy Phan,6,PC,单人,否,211
玩具士兵：完全版,"塔防,动作,策略,休闲,独立,模拟,多人,合作,冷战,射击,战争,单人,街机,一战,本地合作","Signal Studios,Krome Studios",Signal Studios,48,PC,多人,否,211
巨型机器2017,"模拟,独立,单人,拟真,策略,开放世界,建造,氛围,动作,休闲,阖家,放松,冒险,好评原声音轨",Code Horizon,"Code Horizon,PlayWay S.A.",68,PC,单人,否,211
巨型机器2017,"模拟,独立,单人,拟真,策略,开放世界,建造,氛围,动作,休闲,阖家,放松,冒险,好评原声音轨",Code Horizon,"Code Horizon,PlayWay S.A.",68,PC,单人,否,211
迷城重生,"冒险,独立,角色扮演,策略,生存",狼皮羊工作室,狼皮羊工作室,28,PC,单人,是,211
埃德娜和哈维：哈维的新眼睛,"指向 &amp; 点击,冒险,黑色幽默,独立,喜剧,单人,解谜,女性主角,90 年代,怀旧,经典,非主流经典,欢乐,好评原声音轨",Daedalic Entertainment,Daedalic Entertainment,139,PC,单人,否,211
明星游牧,"独立,策略,角色扮演,太空",Huy Phan,Huy Phan,6,PC,单人,否,211
Grimoire : Heralds of the Winged Exemplar,"角色扮演,网红,迷宫探索,独立,团队角色扮演,回合制,奇幻,网格导向动作,单人,冒险,休闲,裸露,女性主角,欢乐,电脑角色扮演,好评原声音轨,动漫,经典,步行模拟,色情内容",Cleveland Mark Blakemore,Golden Era Games,37,PC,单人,否,211
恶魔猎手3：启示,"休闲,冒险,隐藏物体,指向 &amp; 点击,女性主角,悬疑,恐怖,奇幻,解谜,单人,剧情丰富,二维,氛围,独立,恶魔,好评原声音轨,阖家",Brave Giant LTD,Artifex Mundi,36,PC,单人,是,211
Hold Your Own,"生存,制作,动作,独立,抢先体验,模拟,冒险,开放世界,多人,单人",DistrictWare inc.,DistrictWare inc.,50,PC,多人,否,211
Cursed,"冒险,独立,指向 &amp; 点击,女性主角,恐怖,隐藏物体,解谜",Jetdogs Studios,Jetdogs Studios,21,PC,单人,否,211
Dex,"赛博朋克,角色扮演,女性主角,二维,动作,横向滚屏,独立,冒险,单人,类银河战士恶魔城,科幻,开放世界,平台游戏,氛围,剧情丰富,潜行,裸露,Kickstarter,暴力,好评原声音轨",Dreadlocks Ltd.,"Dreadlocks Ltd.,Techland,WhisperGames",Dex Demo,PC,单人,是,211
Wild Animals - Animated Jigsaws,"休闲,模拟,解谜",BottleCube inc.,BottleCube inc.,36,PC,单人,否,210
百花百狼,"少女游戏,冒险,视觉小说,女性主角,动漫,爱情,忍者,剧情丰富","Red Entertainment,LANTERN ROOMS",D3 PUBLISHER,100,PC,单人,否,210
Cowbots and Aliens,"虚拟现实,动作,抢先体验,冒险,独立,休闲,射击,第一人称射击,西部",Wizard Games Inc,Wizard Games Inc,41,PC,单人,否,210
案件：电动玩偶,"恐怖,机器人,生存恐怖,单人,第一人称视角,独立,潜行,动作,心理恐怖,模拟,冒险,生存,黑暗,氛围,困难,血腥,剧情丰富,网红,策略,科幻","Last Level,Aleson",Aleson,29,PC,单人,否,210
超级太空钻地机,"独立,采矿,本地合作,冒险,休闲,角色扮演,4人本地,本地多人,程序生成,好评原声音轨,多人,科幻,地底,寻宝,动作,单人,经典,怀旧,阖家,探索",XGen Studios,XGen Studios,50,PC,本地合作,否,210
祖玛的复仇,"休闲,动作,单人,三消,解谜","PopCap Games, Inc.","PopCap Games, Inc.,Electronic Arts",21,PC,单人,否,210
空战英豪OL,"免费,动作,多人,飞行,模拟,二战,休闲,策略,角色扮演,大型多人在线,街机,单人",GameUS Inc.,GameUS Inc.,,PC,多人,否,210
Clicker Warriors,"休闲,免费,角色扮演,独立,冒险,动作,模拟,策略,轻游戏",Open World Interactive,Open World Interactive,免费开玩,PC,单人,否,210
恶果：王朝,"冒险,犯罪,独立,RPG制作大师,氛围,剧情丰富,角色扮演,选择取向,推理,解谜,历史,悬疑,超现实,二维,模拟,困难,色情内容,像素图形,阖家",Pilgrim Adventures,"GrabTheGames,WhisperGames",7,PC,单人,是,210
军团要塞：经典版,"动作,第一人称射击,多人,经典,英雄射击,射击,团队导向,职业导向,第一人称视角,90 年代,复古,合作,竞技,快节奏,怀旧,在线合作,暴力,重制,模组,欢乐",Valve,Valve,22,PC,多人,是,210
DOGOS,"动作,独立,模拟,清版射击",OPQAM,INTERNET URL S.A.,40,PC,单人,否,210
Goodnight Butcher,"独立,恐怖",Perfect Square Studios,Perfect Square Studios,11,PC,单人,否,210
冒险勇者：当猪会飞,"冒险,独立,指向 &amp; 点击",Pigasus Games,Degica,68,PC,单人,否,210
Alpha Kimori? Episode One ,"角色扮演,动漫,RPG制作大师,独立,日系角色扮演,冒险,休闲,策略,单人,回合制,二维",Sherman3D,Sherman3D,36,PC,单人,否,210
机甲核心,"角色扮演,策略,独立,轻度 Rogue,回合制战斗,回合制,单人,迷宫探索,二维,困难,类Rogue,永久死亡,奇幻,黑暗奇幻,重玩价值,洛夫克拉夫特式",Goblinz Studio,"Goblinz Studio,Whisper Games",48,PC,单人,是,210
永恒边缘,"角色扮演,日系角色扮演,回合制,开放世界,动漫,剧情丰富,好评原声音轨,奇幻,抢先体验,回合制战斗,单人,冒险,氛围,独立,模组,动作,战术角色扮演,可模组化,多人,策略",Midgar Studio,"Dear Villagers,Maple Whispering Limited",70,PC,单人,是,209
妖精：阿瓦隆传奇,"角色扮演,奇幻,回合制,冒险,单人,角色定制,女性主角",Spiders Studio,Focus Home Interactive,36,PC,单人,否,209
Choice of Magics,"独立,冒险,角色扮演,文字为基础,自选历险体验,选择取向",Choice of Games,Choice of Games,28,PC,单人,否,209
The Dummy Experiment,"免费,独立,冒险,困难,多人","Kai van Ommeren,Sedat Bilen,Niek Oosterbaan,Wesley Kroon,Martijn de Vree,Max Geraci,Plaisir Nzuzi,Kevin van Huit",Cetus Studios,免费开玩,PC,多人,否,209
沙耶之歌,"血腥,视觉小说,心理恐怖,色情内容,洛夫克拉夫特式,裸露,爱情,恐怖,冒险,剧情丰富,好评原声音轨,动漫,模拟,多结局,黑暗,氛围",Nitroplus,"JAST USA,Kagura Games (Chinese Localization)",69,PC,单人,是,209
小鸡快跑2+,"解谜,独立,休闲,冒险,平台游戏,类银河战士恶魔城,可爱,单人,控制器,二维,阖家,平台解谜,开放世界,大师级,关卡编辑,欢乐,动作,困难,探索",Two Tribes,Two Tribes,48,PC,单人,否,209
纸境英雄,"角色扮演,独立,冒险,策略,动漫,轻度 Rogue,卡牌游戏",Overture,"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",60,PC,单人,是,208
KOEWOTAYORINI / 声之寄托,"免费,冒险,动漫,恐怖,角色扮演,独立,剧情丰富,视觉小说,解谜,推理,心理恐怖,多结局,单人,血腥,心理,选择取向,暴力,氛围,悬疑,黑暗",あみそ組,"Pujia8 Studio,Gamera Game",免费开玩,PC,单人,是,208
Super Mixtape,"独立,抢先体验,平台游戏,平台解谜",Polygrammatic Limited,Polygrammatic Limited,42,PC,单人,否,208
帝国之战：1914-1918,"策略,一战,战争,历史,即时战略,动作,多人,氛围,单人,独立,模拟,抢先体验,大师级,拟真",Great War Team,Best Way Soft,35,PC,多人,否,208
双截龙：彩虹,"清版动作,合作,好评原声音轨,动作,80 年代,街机,怀旧,横向滚屏,独立,本地多人,在线合作,本地合作,经典,重制,格斗,二维,平台游戏,控制器","WayForward,Abstraction Games","Midnight City,Majesco Entertainment",36,PC,合作,否,208
再见鳄鱼,"独立,指向 &amp; 点击,可爱,卡通化,欢乐,悬疑,小游戏,解谜,休闲,二维,冒险,好评原声音轨,单人,喜剧","SmallBü,Pillow Fight","SmallBü,Pillow Fight",62,PC,单人,否,208
Root Double -Before Crime * After Days- Xtend Edition,"视觉小说,动漫,冒险,多结局,剧情丰富,悬疑,科幻,暴力,血腥,单人,Kickstarter,众筹,选择取向,氛围,恐怖,惊悚,好评原声音轨","Yeti,Regista",Sekai Project,100,PC,单人,否,208
Super Mixtape,"独立,抢先体验,平台游戏,平台解谜",Polygrammatic Limited,Polygrammatic Limited,42,PC,单人,否,208
再见鳄鱼,"独立,指向 &amp; 点击,可爱,卡通化,欢乐,悬疑,小游戏,解谜,休闲,二维,冒险,好评原声音轨,单人,喜剧","SmallBü,Pillow Fight","SmallBü,Pillow Fight",62,PC,单人,否,208
双截龙：彩虹,"清版动作,合作,好评原声音轨,动作,80 年代,街机,怀旧,横向滚屏,独立,本地多人,在线合作,本地合作,经典,重制,格斗,二维,平台游戏,控制器","WayForward,Abstraction Games","Midnight City,Majesco Entertainment",36,PC,合作,否,208
帝国之战：1914-1918,"策略,一战,战争,历史,即时战略,动作,多人,氛围,单人,独立,模拟,抢先体验,大师级,拟真",Great War Team,Best Way Soft,35,PC,多人,否,208
CUPID - A free to play Visual Novel,"免费,视觉小说,色情内容,裸露,成人,独立,动漫,女性主角,模拟,爱情,恐怖,单人,角色扮演,心理恐怖,黑暗,剧情丰富,少女游戏,选择取向",Fervent,Afterthought Studios,免费游玩,PC,单人,否,208
Blue-Collar Astronaut,"独立,休闲,竞速,模拟",Mutated Software,"Mutated Software,Ponywolf, LLC",4,PC,单人,否,207
Surgeon Simulator: Experience Reality,"模拟,独立,医疗模拟,血腥,动作,暴力,虚拟现实,网红,欢乐",Bossa Studios,Bossa Studios,68,PC,单人,否,207
发条传说：格拉斯与英克,"隐藏物体,休闲,冒险,蒸汽朋克,指向 &amp; 点击,女性主角,解谜,悬疑,单人,阖家,恐怖,独立,二维,好评原声音轨,氛围,剧情丰富,短片,彩色,Steam 主机,放松",Artifex Mundi,Artifex Mundi,36,PC,单人,是,207
本与艾德,"动作,独立,跑酷,3D 平台,僵尸,血腥,冒险,欢乐,多人,单人,困难,恐怖,好评原声音轨,喜剧,体育,鲜血,平台游戏,合作,黑色幽默,黑暗",Sluggerfly,Sluggerfly,36,PC,多人,否,207
东周列萌志,"免费,休闲,独立,恋爱模拟,少女游戏,视觉小说,女性主角,剧情丰富,历史,动漫","IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.","IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",免费开玩,PC,单人,是,207
寂静风暴,"回合制战术,策略,角色扮演,回合制,战术,二战,战术角色扮演,回合战略,架空,大师级,经典,动作,单人,科幻,毁灭,潜行,等角",Nival,THQ Nordic,36,PC,单人,否,207
地牢：第三章,"角色扮演,独立,冒险,等角,回合制,复古,奇幻,单人",Basilisk Games,Basilisk Games,36,PC,单人,否,207
