游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
雷霆一击,"中世纪,多人,剑术,血腥,玩家对战,暴力,动作,第一人称视角,角色定制,砍杀,拟真,竞技,合作,大逃杀,历史,独立,第三人称视角,第一人称射击,生存,单人",Triternion,Triternion,98,PC,多人,是,"60,204"
战争爆发：感染进化,"动作,冒险,独立,策略,抢先体验,开放世界,生存,多人,合作",Cheap Fun Games,Budget Friendly Entertainment,8,PC,多人,是,"60,137"
模拟农场19,"模拟,农场模拟,农业,多人,拟真,开放世界,驾驶,单人,汽车模拟,管理,可模组化,合作,资源管理,放松,第一人称视角,在线合作,经济,氛围,策略,阖家",Giants Software,Focus Home Interactive,98,PC,多人,是,"59,234"
阿特拉斯,"生存,开放世界,海盗,大型多人在线,抢先体验,多人,冒险,角色扮演,制作,大型多人在线角色扮演,沙盒,动作,玩家对战,基地建设,合作,PvE,奇幻,在线合作,心理恐怖,单人","Grapeshot Games,Instinct Games",Grapeshot Games,90,PC,大型多人在线,是,"58,788"
宝藏世界,"免费,开放世界,多人,冒险,大型多人在线角色扮演,大型多人在线,建造,沙盒,像素图形,角色扮演,动作,制作,第三人称视角,合作,探索,迷宫探索,体素,休闲,欢乐,第一人称射击",Trion Worlds,Trion Worlds,免费游玩,PC,多人,否,"58,709"
城市天际线,"城市营造,模拟,建造,策略,管理,沙盒,单人,可模组化,经济,资源管理,拟真,模组,重玩价值,休闲,阖家,即时含暂停,现代,好评原声音轨,欢乐,动作",Colossal Order Ltd.,Paradox Interactive,442,PC,单人,是,"57,421"
武装突袭3,"动作,多人,军事,模拟,射击,第一人称视角,拟真,开放世界,战术,第一人称射击,合作,战争,策略,沙盒,可模组化,战斗,在线合作,团队导向,第三人称射击,单人",Bohemia Interactive,Bohemia Interactive,271,PC,多人,是,"56,185"
荒野大镖客2,"冒险,动作,开放世界,大师级,西部,剧情丰富,多人,拟真,氛围,单人,第三人称视角,好评原声音轨,唯美,成人,射击,第三人称射击,第一人称视角,沙盒,血腥,第一人称射击",Rockstar Games,Rockstar Games,249,PC,多人,是,"55,269"
雨中冒险2,"第三人称射击,动作类 Rogue,动作,多人,轻度 Rogue,合作,刷宝射击游戏,寻宝,类Rogue,射击,抢先体验,第三人称视角,在线合作,独立,好评原声音轨,生存,原声音乐,困难,单人,弹幕射击",Hopoo Games,Gearbox Publishing,70,PC,多人,是,"54,085"
火炬之光2,"角色扮演,动作角色扮演,砍杀,迷宫探索,合作,寻宝,奇幻,在线合作,动作,冒险,多人,单人,独立,可模组化,角色定制,等角,重玩价值,蒸汽朋克,氛围,卡通",Runic Games,Runic Games,68,PC,合作,是,"54,010"
无尽空间2,"策略,太空,科幻,4X,多人,回合战略,回合制,大战略,好评原声音轨,单人,动作,开放世界,战争,氛围,合作,可模组化,沙盒,即时战略,角色扮演,独立",AMPLITUDE Studios,SEGA,129,PC,多人,是,"53,435"
流放者柯南,"生存,开放世界,建造,制作,裸露,开放世界生存制作,多人,角色扮演,沙盒,大型多人在线,动作,冒险,在线合作,暴力,探索,玩家对战,单人,合作,奇幻,血腥",Funcom,Funcom,185,PC,多人,是,"53,402"
杀出重围：人类分裂,"赛博朋克,潜行,动作,科幻,角色扮演,剧情丰富,氛围,光明会,单人,未来,第一人称视角,第一人称射击,好评原声音轨,射击,阴谋,开放世界,反乌托邦,超人类主义,冒险,沉浸式模拟","Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)","Square Enix,Feral Interactive (Linux),Feral Interactive (Mac)",50,PC,单人,否,"52,051"
杀手,"潜行,动作,暗杀,第三人称视角,单人,战术,射击,开放世界,氛围,犯罪,沙盒,策略,剧集,剧情丰富,第三人称射击,好评原声音轨,冒险,劫掠,光明会,裸露","IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)","IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",免费开玩！,PC,单人,是,"51,689"
恶灵进化,"动作,多人,合作,第一人称射击,在线合作,射击,团队导向,生存,科幻,外星人,玩家对战,第一人称视角,职业导向,策略,氛围,第三人称视角,战术,单人,潜行,休闲",Turtle Rock Studios,2K,,PC,多人,是,"51,099"
深海迷航,"开放世界生存制作,生存,开放世界,探索,水底,制作,基地建设,单人,冒险,第一人称视角,恐怖,科幻,沙盒,外星人,氛围,抢先体验,动作,独立,生存恐怖,多人",Unknown Worlds Entertainment,Unknown Worlds Entertainment,80,PC,单人,是,"50,876"
收获日：掠夺,"第一人称射击,动作,合作,劫掠,多人,犯罪,在线合作,射击,第一人称视角,好评原声音轨,团队导向,潜行,困难,战术,策略,单人,模拟,角色扮演,独立,冒险",OVERKILL Software,Daybreak Game Company,48,PC,合作,否,"49,734"
中土世界：暗影魔多,"开放世界,动作,奇幻,冒险,第三人称视角,潜行,单人,角色扮演,动作角色扮演,暗杀,砍杀,血腥,跑酷,氛围,剧情丰富,魔法,黑暗奇幻,故事架构丰富,小说改编,沙盒","Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)","WB Games,Feral Interactive (Mac)",68,PC,单人,否,"48,518"
反恐精英：起源,"射击,动作,第一人称射击,多人,团队导向,第一人称视角,战术,竞技,玩家对战,电竞,军事,战争,策略,可模组化,困难,单人,氛围,生存,模拟,沙盒",Valve,Valve,37,PC,多人,是,"48,458"
遗迹：灰烬重生,"类魂系列,动作,角色扮演,冒险,合作,第三人称射击,多人,生存,射击,末日,在线合作,困难,单人,暴力,洛夫克拉夫特式,黑暗奇幻,血腥,重玩价值,氛围,程序生成",Gunfire Games,Perfect World Entertainment,140,PC,合作,是,"47,998"
欧洲卡车模拟2,"模拟,驾驶,汽车模拟,开放世界,拟真,放松,单人,可模组化,探索,第一人称视角,经济,氛围,冒险,独立,管理,休闲,TrackIR,竞速,沙盒,角色扮演",SCS Software,SCS Software,461,PC,单人,是,"47,951"
看门狗,"开放世界,黑客,动作,多人,大师级,第三人称视角,冒险,潜行,第三人称射击,单人,氛围,射击,跑酷,沙盒,Epic,狗,驾驶,合作,唯美,策略",Ubisoft,Ubisoft,118,PC,多人,否,"47,820"
黑手党3,"犯罪,开放世界,动作,剧情丰富,单人,第三人称视角,暴力,射击,氛围,好评原声音轨,冒险,第三人称射击,潜行,裸露,经典,多人,成人,沙盒,血腥,第一人称射击","Hangar 13,Aspyr (Mac)","2K,Aspyr (Mac)","Note: Your saved progress will transfer to the full game, if purchased.",PC,单人,是,"47,409"
Artifact,"卡牌战斗,牌组构建,卡牌游戏,交易卡牌,策略,多人,电竞,战术,竞技,困难,回合战略,奇幻,单人,休闲,回合制,氛围,好评原声音轨,魔法,欢乐,暴力",Valve,Valve,138,PC,多人,是,"46,456"
星球大战 绝地：陨落的武士团,"动作,冒险,星球大战,类魂系列,单人,第三人称视角,剧情丰富,科幻,开放世界,探索,太空,困难,氛围,角色扮演,解谜,类银河战士恶魔城,多人,阖家,奇幻,砍杀",Respawn Entertainment,Electronic Arts,308,PC,单人,是,"46,445"
消逝的光芒,"僵尸,生存,开放世界,跑酷,合作,多人,动作,第一人称视角,恐怖,血腥,开放世界生存制作,生存恐怖,制作,第一人称射击,冒险,氛围,单人,射击,角色扮演,潜行",Techland,Techland Publishing,290,PC,合作,是,"45,770"
幽灵行动：荒野,"开放世界,射击,动作,合作,多人,战术,潜行,第三人称射击,军事,单人,第一人称射击,冒险,在线合作,第三人称视角,生存,策略,沙盒,第一人称视角,氛围,玩家对战","Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",Ubisoft,208,PC,合作,是,"45,663"
DayZ僵尸末日,"生存,僵尸,多人,开放世界,动作,玩家对战,射击,大型多人在线,恐怖,抢先体验,模拟,第一人称射击,末日,第一人称视角,生存恐怖,沙盒,冒险,合作,独立,氛围",Bohemia Interactive,Bohemia Interactive,199,PC,多人,是,"45,398"
奇异世界：阿比逃亡记,"冒险,平台游戏,经典,解谜,二维,单人,非主流经典,怀旧,黑暗,欢乐,氛围,喜剧,困难,90 年代,过场动画,大师级,平台解谜,动作,奇幻,独立",Oddworld Inhabitants,Oddworld Inhabitants,15,PC,单人,否,"45,049"
战争仪式,"玩家对战,多人,竞技,多人在线战术竞技,动作,免费,竞技场射击,快节奏,团队导向,格斗,纵轴,抢先体验,策略,电竞,困难,好评原声音轨,角色扮演,砍杀,垂直卷轴射击,氛围",Stunlock Studios,Stunlock Studios,免费开玩,PC,多人,是,"44,850"
龙珠斗士Z,"格斗,动漫,动作,2D 格斗,多人,竞技,本地多人,控制器,好评原声音轨,伪3D,单人,街机,剧情丰富,电竞,困难,快节奏,清版动作,龙,冒险,开放世界",Arc System Works,BANDAI NAMCO Entertainment,268,PC,多人,是,"44,234"
节奏光剑VR,"虚拟现实,节奏,音乐,好评原声音轨,独立,快节奏,单人,第一人称视角,可模组化,困难,剑术,动作,体育,抢先体验,网红,多人,星球大战,未来,动漫,音乐动态生成",Beat Games,Beat Games,90,PC,单人,否,"43,189"
辐射避难所,"免费,生存,基地建设,末日,单人,模拟,策略,管理,二维,建造,休闲,制作,冒险,角色扮演,沙盒,欢乐,多人,氛围,动作,好评原声音轨",Bethesda Game Studios,Bethesda Softworks,免费游玩,PC,单人,否,"42,390"
黑道圣徒4,"开放世界,动作,喜剧,合作,第三人称射击,超級英雄,沙盒,角色定制,欢乐,第三人称视角,冒险,在线合作,外星人,谐仿,多人,好评原声音轨,单人,科幻,黑色幽默,女性主角",Deep Silver Volition,Deep Silver,34,PC,合作,否,"42,076"
环世界,"殖民模拟,基地建设,生存,策略,沙盒,管理,建造,模拟,单人,开放世界,科幻,制作,可模组化,二维,独立,好评原声音轨,氛围,太空,动作,抢先体验",Ludeon Studios,Ludeon Studios,103,PC,单人,是,"41,637"
Turbo Pug DX,"独立,休闲,奔跑,可爱,像素图形,欢乐,困难,狗,冒险,平台游戏,单人,二维,网红","SnowFlame,Back To Basics Gaming",Back To Basics Gaming,6,PC,单人,否,"40,590"
H1Z1,"僵尸,生存,开放世界,多人,大型多人在线,制作,末日,动作,生存恐怖,合作,射击,冒险,沙盒,探索,第一人称射击,步行模拟,恐怖,抢先体验,模拟,角色扮演",Daybreak Game Company,Daybreak Game Company,,PC,多人,否,"40,254"
人类一败涂地,"欢乐,多人,合作,解谜,物理,冒险,独立,本地合作,喜剧,跑酷,本地多人,平台解谜,沙盒,开放世界,休闲,单人,3D 平台,分屏,模拟,生存",No Brakes Games,Curve Digital,48,PC,多人,是,"40,234"
Temtem,"角色扮演,大型多人在线,冒险,独立,大型多人在线角色扮演,抢先体验,可爱,在线合作,彩色,合作,角色定制,探索,合作战役,好评原声音轨,重玩价值,奇幻,第三人称视角,多人,动漫,回合制战斗",Crema,Humble Bundle,109,PC,大型多人在线,是,"39,355"
动物园之星,"模拟,策略,建造,管理,沙盒,单人,多人,阖家,开放世界,猫,欢乐,马匹,狗,可爱,休闲,好评原声音轨,合作,自然,氛围",Frontier Developments,Frontier Developments ,180,PC,单人,是,"38,630"
摩纳哥：你的就是我的,"合作,潜行,独立,劫掠,本地合作,策略,在线合作,纵轴,多人,动作,犯罪,休闲,好评原声音轨,像素图形,冒险,本地多人,控制器,二维,单人,寻宝",Pocketwatch Games,Pocketwatch Games,48,PC,合作,是,"38,410"
古墓丽影：暗影,"冒险,动作,劳拉·克劳馥,女性主角,单人,开放世界,第三人称视角,剧情丰富,解谜,潜行,动作冒险,探索,生存,暴力,氛围,射击,血腥,好评原声音轨,黑暗,劫掠","Eidos-Montréal,Crystal Dynamics,Nixxes software,Feral Interactive (Mac),Feral interactive (Linux)","Square Enix,Feral Interactive (Mac),Feral interactive (Linux)",Shadow of the Tomb Raider Free Trial,PC,单人,是,"37,979"
Wallpaper Engine,"实用工具,软件,色情内容,设计与插画,成人,动漫,动画制作和建模,第一人称射击,3D视觉,抢先体验,网红,可爱,欢乐,射击,沙盒,音乐,独立,休闲,单人,动作",Wallpaper Engine Team,Wallpaper Engine Team,19,PC,单人,是,"37,173"
七日杀,"生存,僵尸,开放世界,开放世界生存制作,制作,多人,沙盒,建造,合作,生存恐怖,冒险,动作,抢先体验,在线合作,恐怖,第一人称射击,单人,角色扮演,独立,血腥",The Fun Pimps,The Fun Pimps Entertainment LLC,78,PC,多人,是,"36,822"
刺客信条：起源,"开放世界,暗杀,动作,角色扮演,跑酷,潜行,冒险,历史,单人,第三人称视角,剧情丰富,动作角色扮演,探索,氛围,多人,沙盒,好评原声音轨,光明会,步行模拟,劫掠",Ubisoft Montreal,Ubisoft,248,PC,单人,是,"36,075"
AX:EL,"动作,独立,模拟,科幻,飞行,未来,免费,射击",Alex Piola,KISS ltd,,PC,单人,否,"35,782"
魔方世界,"开放世界,冒险,多人,角色扮演,体素,探索,独立,大师级,在线合作,奇幻,第三人称视角,合作,像素图形,单人,程序生成,制作,好评原声音轨,动作角色扮演,沙盒,生存",Picroma,Picroma,70,PC,多人,否,"35,613"
暴战机甲兵,"机甲世界,策略,回合制,回合制战术,科幻,回合战略,战术,动作,机器人,单人,太空,冒险,角色扮演,多人,未来,角色定制,管理,剧情丰富,好评原声音轨,困难",Harebrained Schemes,Paradox Interactive,116,PC,单人,否,"35,586"
战争雷霆,"免费,二战,模拟,多人,战争,坦克,飞行,军事,大型多人在线,动作,拟真,历史,射击,团队导向,策略,合作,街机,第一人称射击,开放世界,TrackIR",Gaijin Entertainment,Gaijin Entertainment,免费游玩,PC,多人,是,"35,377"
NBA 2K20,"篮球,体育,模拟,多人,单人",Visual Concepts,2K,199,PC,多人,是,"34,971"
南方公园：真理之杖,"角色扮演,喜剧,冒险,欢乐,回合制,黑色幽默,单人,动作,成人,二维,讽刺,裸露,大师级,卡通,开放世界,剧情丰富,奇幻,Epic,回合战略,僵尸",Obsidian Entertainment,Ubisoft,118,PC,单人,否,"34,645"
AI女仆,"独立,动漫,视觉小说,冒险,成人,爱情,可爱,色情内容,裸露",Kurenaibook,Kurenaibook,55,PC,单人,是,"34,469"
黑道圣徒3,"开放世界,动作,喜剧,合作,第三人称射击,欢乐,沙盒,第三人称视角,角色定制,在线合作,单人,好评原声音轨,射击,多人,犯罪,女性主角,冒险,讽刺,僵尸,角色扮演",Volition,Deep Silver,36,PC,合作,否,"34,254"
双点医院,"模拟,医疗模拟,管理,建造,独立,单人,欢乐,策略,喜剧,沙盒,休闲,城市营造,重玩价值,卡通化,经典,等角,怀旧,多人,阖家,战术",Two Point Studios,SEGA,158,PC,单人,是,"34,014"
Ori and the Will of the Wisps,"动作,好评原声音轨,唯美,类银河战士恶魔城,大师级,平台游戏,单人,冒险,氛围,剧情丰富,动作冒险,可爱,困难,探索,情感,解谜,开放世界,独立,奇幻,类魂系列",Moon Studios GmbH,Xbox Game Studios,90,PC,单人,是,"33,878"
噬血代码,"类魂系列,角色扮演,动作,动漫,角色定制,日系角色扮演,合作,第三人称视角,多人,吸血鬼,黑暗奇幻,暴力,困难,动作角色扮演,单人,血腥,末日,砍杀,好评原声音轨,冒险",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,268,PC,合作,否,"33,576"
疯狂的麦克斯,"开放世界,车辆作战,动作,末日,驾驶,单人,生存,第三人称视角,冒险,汽车模拟,探索,竞速,氛围,剧情丰富,沙盒,角色扮演,第三人称射击,射击,多人,战争","Avalanche Studios,Feral Interactive (Mac),Feral Interactive (Linux)","Warner Bros. Interactive Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",68,PC,单人,否,"33,356"
杀戮尖塔,"卡牌战斗,卡牌游戏,牌组构建,类Rogue,回合制,策略,单人,轻度 Rogue,重玩价值,独立,困难,迷宫探索,角色扮演,仅鼠标,好评原声音轨,二维,奇幻,抢先体验,程序生成,休闲",Mega Crit Games,Mega Crit Games,80,PC,单人,是,"32,937"
骑马与砍杀：战团,"中世纪,角色扮演,开放世界,策略,沙盒,动作,多人,可模组化,军事,冒险,马匹,单人,拟真,第一人称视角,历史,第三人称视角,模拟,砍杀,奇幻,独立",TaleWorlds Entertainment,TaleWorlds Entertainment,99,PC,多人,是,"32,799"
中国式家长,"生活模拟,模拟,休闲,角色扮演,独立,单人,动漫,欢乐,可爱,恋爱模拟,心理恐怖,网红,成人,抢先体验,裸露,教育,生存恐怖,策略,色情内容,解谜",墨鱼玩游戏,Coconut Island Games,36,PC,单人,是,"32,527"
上古卷轴Online,"角色扮演,大型多人在线角色扮演,开放世界,大型多人在线,多人,奇幻,冒险,第一人称视角,探索,剧情丰富,第三人称视角,魔法,动作,合作,氛围,好评原声音轨,动作角色扮演,单人,大师级,沙盒",Zenimax Online Studios,Bethesda Softworks,69,PC,大型多人在线角色扮演,否,"32,498"
